Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/22517.png,Scott Bakula,https://www.personality-database.com/profile/22517/scott-bakula-actors-usa-mbti-personality-type,,,,4,,,,,,,,,,,,
Ti,Se,80%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Scott Eastwood,https://www.personality-database.com/profile/23699/scott-eastwood-actors-usa-mbti-personality-type,,,,,,,,4,,,,,,,,1
Si,Fe,100%,67%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/43959.png,Sean Astin,https://www.personality-database.com/profile/43959/sean-astin-actors-usa-mbti-personality-type,,,,,2,,1,,,,,,,,,
Ne,Fi,,100%,100%,Te,,57%,57%,0%,86%,,0%,43%,,Ni,,https://api.personality-database.com/profile_images/9018.png,Sean Penn,https://www.personality-database.com/profile/9018/sean-penn-actors-usa-mbti-personality-type,,,,,,,,,2,6,,,,6,,
Se,Fi,,92%,100%,Te,,,8%,0%,92%,92%,0%,92%,,Ni,,https://api.personality-database.com/profile_images/922.png,Sebastian Stan,https://www.personality-database.com/profile/922/sebastian-stan-actors-usa-mbti-personality-type,,,,,,,,,1,,,,,10,,1
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/19923.png,Seth Green,https://www.personality-database.com/profile/19923/seth-green-actors-usa-mbti-personality-type,,,,7,,,,,,,,,,,,
Ti,Ne,97%,,,Si,,79%,10%,69%,100%,,0%,21%,90%,Fe,,https://api.personality-database.com/profile_images/2099.png,Seth MacFarlane,https://www.personality-database.com/profile/2099/seth-macfarlane-actors-usa-mbti-personality-type,,4,,26,,,,8,,,,1,,,,
Ne,Ti,,,83%,Fe,,92%,13%,79%,92%,,8%,0%,79%,Si,,https://api.personality-database.com/profile_images/2303.png,Seth Meyers,https://www.personality-database.com/profile/2303/seth-meyers-actors-usa-mbti-personality-type,,,,2,2,,,,,3,,17,,,,
Fi,Ne,100%,76%,,Si,,100%,76%,24%,95%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/12474.png,Seth Rogen,https://www.personality-database.com/profile/12474/seth-rogen-actors-usa-mbti-personality-type,,16,1,4,,,,,,,,,,,,
Fi,Ne,76%,88%,,Si,,84%,80%,4%,96%,,0%,16%,,Te,,https://api.personality-database.com/profile_images/25479.png,Shia LaBeouf,https://www.personality-database.com/profile/25479/shia-labeouf-actors-usa-mbti-personality-type,,16,,1,,,,2,1,3,,,,2,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/50528.png,Sidney Poitier,https://www.personality-database.com/profile/50528/sidney-poitier-actors-usa-mbti-personality-type,,,,,,,,,,1,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Slim Pickens,https://www.personality-database.com/profile/50053/slim-pickens-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/32569.png,Stanley Tucci,https://www.personality-database.com/profile/32569/stanley-tucci-actors-usa-mbti-personality-type,,,,2,,,,,,,,,,,,
Ni,Fe,100%,93%,,Ti,53%,93%,87%,7%,,,0%,7%,,Se,,https://api.personality-database.com/profile_images/16260.png,Steve Buscemi,https://www.personality-database.com/profile/16260/steve-buscemi-actors-usa-mbti-personality-type,8,5,,1,,1,,,,,,,,,,
