Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Fi,Fi,,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/22756.png,https://www.personality-database.com/profile/22756/mikaela-long-online-comedians-mbti-personality-type,,1,,,,,,,,1,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/29220.png,https://www.personality-database.com/profile/29220/miles-mckenna-mileschronicles-online-comedians-mbti-personality-type,,,,,,5,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/30063.png,https://www.personality-database.com/profile/30063/natalie-tran-communitychannel-online-comedians-mbti-personality-type,3,,,,,,,,,,,,,,,
Ti,Ne,83%,,,Si,,83%,50%,33%,83%,,0%,17%,,Fe,50%,https://api.personality-database.com/profile_images/29845.png,https://www.personality-database.com/profile/29845/nathan-zed-online-social-cultural-political-commentators-mbti-personality-type,,2,,2,,,,1,1,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/49213.png,https://www.personality-database.com/profile/49213/nick-rochefort-online-comedians-mbti-personality-type,,,,,,,,1,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/17670.png,https://www.personality-database.com/profile/17670/nikki-limo-online-comedians-mbti-personality-type,2,,,,,,,,,,,,,,,
Fi,Ne,87%,70%,,Si,,100%,70%,30%,74%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20468.png,https://www.personality-database.com/profile/20468/noel-miller-online-comedians-mbti-personality-type,,15,5,,,,,,,1,1,1,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/29416.png,https://www.personality-database.com/profile/29416/not-even-emily-online-comedians-mbti-personality-type,,,,5,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/9655.png,https://www.personality-database.com/profile/9655/peter-shukoff-nice-peter-online-musicians-music-critics-mbti-personality-type,,3,,,,,,,,,,,,,,
Ti,Ne,96%,,,Si,,92%,16%,76%,92%,,4%,4%,80%,Fe,,https://api.personality-database.com/profile_images/9227.png,https://www.personality-database.com/profile/9227/rhett-mclaughlin-online-comedians-mbti-personality-type,,4,1,17,1,,,1,,,,1,,,,
Ni,Te,100%,,,Fi,67%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/35792.png,https://www.personality-database.com/profile/35792/sam-hyde-online-comedians-mbti-personality-type,,,2,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/30221.png,https://www.personality-database.com/profile/30221/sammy-paul-online-filmmakers-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,87%,95%,,Si,,98%,93%,5%,81%,,1%,1%,,Te,,https://api.personality-database.com/profile_images/5991.png,https://www.personality-database.com/profile/5991/shane-dawson-online-vloggers-mbti-personality-type,7,65,,1,1,1,,,5,3,3,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/36016.png,https://www.personality-database.com/profile/36016/sorrow-tv-online-comedians-mbti-personality-type,,,,2,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/31229.png,https://www.personality-database.com/profile/31229/steve-schuto-space-frogs-online-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/35632/steve-stomedy-online-comedians-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/37399.png,https://www.personality-database.com/profile/37399/surreal-entertainment-online-comedians-mbti-personality-type,,,,,,,,,,,,6,,,,
Fi,Ne,93%,100%,,Si,,71%,71%,0%,71%,,29%,0%,,Te,,https://api.personality-database.com/profile_images/13398.png,https://www.personality-database.com/profile/13398/thomas-sanders-online-comedians-mbti-personality-type,,9,,,4,,,,,1,,,,,,
Fi,Se,88%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/14118.png,https://www.personality-database.com/profile/14118/whindersson-nunes-online-vloggers-mbti-personality-type,,,,,,7,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/36009.png,https://www.personality-database.com/profile/36009/wilbur-soothouse-online-comedians-mbti-personality-type,,,,,,,,,,,,1,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/30217.png,https://www.personality-database.com/profile/30217/ze-frank-online-comedians-mbti-personality-type,,,,,,,,,,,1,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/24832.png,https://www.personality-database.com/profile/24832/zoeisyourhomie-online-comedians-mbti-personality-type,,,,,,1,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/28635.png,https://www.personality-database.com/profile/28635/adam-ali-adamwontlose-online-diet-fitness-mbti-personality-type,,,1,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/42724.png,https://www.personality-database.com/profile/42724/adriene-mishler-yoga-with-adriene-online-diet-fitness-mbti-personality-type,,,,,,,,,,,,,1,,,
Te,Ni,,,100%,Ne,100%,,0%,50%,,,50%,0%,100%,Fi,50%,https://api.personality-database.com/profile_images/34369.png,https://www.personality-database.com/profile/34369/alexander-leonidas-alphadestiny-online-diet-fitness-mbti-personality-type,,,,,,,,,,,1,,,,1,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/30815.png,https://www.personality-database.com/profile/30815/amberlynn-reid-online-diet-fitness-mbti-personality-type,,,,,,3,,,,,,,,,,
Fe,Ni,,,,Ni,,,50%,0%,,,0%,50%,,Fe,50%,https://api.personality-database.com/profile_images/33842.png,https://www.personality-database.com/profile/33842/anji-bee-happy-healthy-vegan-online-diet-fitness-mbti-personality-type,,,,,,,,1,1,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/35719.png,https://www.personality-database.com/profile/35719/ct-fletcher-online-diet-fitness-mbti-personality-type,1,,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/32799.png,https://www.personality-database.com/profile/32799/daphne-rimmel-daphne-reloaded-online-diet-fitness-mbti-personality-type,3,,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/35774.png,https://www.personality-database.com/profile/35774/dr-michael-greger-online-diet-fitness-mbti-personality-type,,1,,,,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/20462.png,https://www.personality-database.com/profile/20462/elgin-mones-infinite-elgintensity-online-diet-fitness-mbti-personality-type,,,,,,,,,,,3,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/47018.png,https://www.personality-database.com/profile/47018/eric-bugenhagen-online-diet-fitness-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/33822.png,https://www.personality-database.com/profile/33822/frank-tufano-online-diet-fitness-mbti-personality-type,,,,6,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/23090.png,https://www.personality-database.com/profile/23090/gatis-lagzdins-sv3rige-online-diet-fitness-mbti-personality-type,,,,,,,,,,,,,,,,5
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40458/hailey-harber-online-diet-fitness-mbti-personality-type,,,,,,,,,,,2,,,,,
Si,Te,100%,,,Fi,100%,,25%,0%,,75%,75%,0%,75%,Ne,,https://api.personality-database.com/profile_images/34381.png,https://www.personality-database.com/profile/34381/jeff-cavaliere-online-diet-fitness-mbti-personality-type,1,,,,,,3,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33183.png,https://www.personality-database.com/profile/33183/jordan-downs-jaxblade-online-diet-fitness-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/33821.png,https://www.personality-database.com/profile/33821/kasey-stern-vegetable-police-online-diet-fitness-mbti-personality-type,,,,,,,,,,,,3,,,,
Fi,Se,100%,67%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33819.png,https://www.personality-database.com/profile/33819/keith-hodge-hodge-twins-online-diet-fitness-mbti-personality-type,,,,,,2,,1,,,,,,,,
Fi,Se,100%,67%,,Ni,,,0%,0%,67%,100%,33%,67%,,Te,,https://api.personality-database.com/profile_images/33866.png,https://www.personality-database.com/profile/33866/kevin-hodge-hodge-twins-online-diet-fitness-mbti-personality-type,,,,,,2,1,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33818.png,https://www.personality-database.com/profile/33818/markus-rothkranz-online-diet-fitness-mbti-personality-type,,,,,,2,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/33081.png,https://www.personality-database.com/profile/33081/milk-jar-online-diet-fitness-mbti-personality-type,,,,,,,,,,,,3,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/47312/nutrition-by-natalie-online-diet-fitness-mbti-personality-type,,,,,,,,,,,,,1,,,
Te,Ni,,,67%,Se,67%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/38216/omar-isuf-online-diet-fitness-mbti-personality-type,,,,1,,,,,,,2,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,67%,100%,33%,67%,100%,Fe,,https://api.personality-database.com/profile_images/8710.png,https://www.personality-database.com/profile/8710/rich-piana-online-diet-fitness-mbti-personality-type,,,,,,,1,2,,,,,,,,
Te,Ni,,,94%,Se,100%,88%,0%,88%,,,13%,0%,94%,Fi,,https://api.personality-database.com/profile_images/23594.png,https://www.personality-database.com/profile/23594/richard-burgess-vegan-gains-online-diet-fitness-mbti-personality-type,,,1,,,,,,,,13,,1,,1,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/33815.png,https://www.personality-database.com/profile/33815/robert-morse-nd-online-diet-fitness-mbti-personality-type,2,,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/33843.png,https://www.personality-database.com/profile/33843/ryan-lum-happy-healthy-vegan-online-diet-fitness-mbti-personality-type,,,,,,,,,,,,,,,1,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/33823.png,https://www.personality-database.com/profile/33823/sea-siren-janine-online-diet-fitness-mbti-personality-type,,,,,,,,,,2,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/33573.png,https://www.personality-database.com/profile/33573/swayze-foster-unnatural-vegan-online-diet-fitness-mbti-personality-type,,,,,,,,,,,3,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/47488/theblondebuttermaker-online-diet-fitness-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Ne,100%,,,Si,,75%,0%,75%,100%,,0%,25%,100%,Fe,,https://api.personality-database.com/profile_images/33820.png,https://www.personality-database.com/profile/33820/tristan-haggard-primal-edge-health-online-diet-fitness-mbti-personality-type,,,,3,,,,1,,,,,,,,
Ni,Ne,100%,,,Fi,,100%,0%,100%,,,0%,0%,100%,Fe,50%,https://api.personality-database.com/profile_images/36258.png,https://www.personality-database.com/profile/36258/adam-ragusea-online-foodies-mbti-personality-type,,,1,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/41343.png,https://www.personality-database.com/profile/41343/alexis-anouz-alex-french-guy-cooking-online-foodies-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,71%,0%,71%,100%,,0%,29%,86%,Si,,https://api.personality-database.com/profile_images/35042.png,https://www.personality-database.com/profile/35042/andrew-rea-binging-with-babish-online-foodies-mbti-personality-type,,,,,,,,,,,,5,,1,,1
Fe,Ni,,100%,60%,Se,100%,60%,60%,0%,,,40%,0%,,Ti,,https://api.personality-database.com/profile_images/18761.png,https://www.personality-database.com/profile/18761/emmy-cho-emmymadeinjapan-online-foodies-mbti-personality-type,,,,,2,,,,3,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/21561.png,https://www.personality-database.com/profile/21561/harley-morenstein-online-foodies-mbti-personality-type,,,,,,,,3,,,,,,,,
Te,Si,,,98%,Ne,58%,,8%,42%,,,50%,0%,86%,Fi,50%,https://api.personality-database.com/profile_images/9967.png,https://www.personality-database.com/profile/9967/john-jurasek-thereportoftheweek-reviewbrah-online-foodies-mbti-personality-type,,1,,,,,,,2,1,2,19,3,,22,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/41411.png,https://www.personality-database.com/profile/41411/jon-townsend-townsends-online-foodies-mbti-personality-type,,,,,3,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,75%,75%,0%,,,25%,0%,,Se,,https://api.personality-database.com/profile_images/20127.png,https://www.personality-database.com/profile/20127/narayana-reddy-grandpa-kitchen-online-foodies-mbti-personality-type,3,,,,1,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/39880.png,https://www.personality-database.com/profile/39880/raphael-gomes-online-foodies-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Fe,75%,100%,,Ti,88%,63%,63%,0%,,,38%,0%,,Se,,https://api.personality-database.com/profile_images/33146.png,https://www.personality-database.com/profile/33146/rosanna-pansino-online-foodies-mbti-personality-type,4,1,,,1,,,,,,,,2,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/47233.png,https://www.personality-database.com/profile/47233/rose-cheap-lazy-vegan-online-foodies-mbti-personality-type,,,,,,1,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/47010.png,https://www.personality-database.com/profile/47010/sadia-badiei-pick-up-limes-online-foodies-mbti-personality-type,,,,,,,1,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/48785.png,https://www.personality-database.com/profile/48785/sophia-kleo-online-foodies-mbti-personality-type,,,,,,,,,,1,,,,,,
Si,Fe,100%,100%,,Ti,80%,,0%,0%,,100%,80%,20%,,Ne,,https://api.personality-database.com/profile_images/31113.png,https://www.personality-database.com/profile/31113/stephanie-soo-online-foodies-mbti-personality-type,,,,,4,1,,,,,,,,,,
Fe,Si,,100%,75%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/31233.png,https://www.personality-database.com/profile/31233/tyler-williams-online-vloggers-mbti-personality-type,,,,,1,,,,,,,,3,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/29567.png,https://www.personality-database.com/profile/29567/charlie-mcdonnell-charlieissocoollike-online-filmmakers-mbti-personality-type,,,,,,,,,,7,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/29843.png,https://www.personality-database.com/profile/29843/dean-dobbs-online-filmmakers-mbti-personality-type,,,,,,,,,,,,,,2,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/34814.png,https://www.personality-database.com/profile/34814/emily-lynch-adequateemily-online-filmmakers-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,80%,60%,,Si,,100%,60%,40%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/22971.png,https://www.personality-database.com/profile/22971/gavin-free-online-filmmakers-mbti-personality-type,,3,,1,,,,,,,,1,,,,
Ni,Te,100%,,,Fi,100%,100%,25%,75%,,,0%,0%,75%,Se,,https://api.personality-database.com/profile_images/20830.png,https://www.personality-database.com/profile/20830/hazel-hayes-online-filmmakers-mbti-personality-type,1,,3,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/21913.png,https://www.personality-database.com/profile/21913/kat-napirkowska-online-filmmakers-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/16943.png,https://www.personality-database.com/profile/16943/simon-cade-online-filmmakers-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/42457.png,https://www.personality-database.com/profile/42457/dominic-smith-dominic-noble-the-dom-online-film-tv-critics-mbti-personality-type,,,,,,,,,,,,2,,,,
Ne,Fi,,,100%,Fe,,100%,50%,50%,100%,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/35804.png,https://www.personality-database.com/profile/35804/er-online-film-tv-critics-mbti-personality-type,,,,,,,,,,1,,1,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/40420/film-crit-hulk-online-film-tv-critics-mbti-personality-type,,,,,1,,,,,,,,,,,
Fe,Ni,,67%,100%,Se,100%,100%,67%,33%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/43767.png,https://www.personality-database.com/profile/43767/gabi-xavier-online-film-tv-critics-mbti-personality-type,,,,,,,,,2,,1,,,,,
Ti,Ne,100%,,,Si,,57%,0%,57%,100%,,0%,43%,100%,Fe,,https://api.personality-database.com/profile_images/27741.png,https://www.personality-database.com/profile/27741/garnt-maneetapho-gigguk-online-film-tv-critics-mbti-personality-type,,,,4,,,,3,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/45523/hal-rudnick-screen-junkies-online-film-tv-critics-mbti-personality-type,,,,,1,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33148.png,https://www.personality-database.com/profile/33148/james-a-janisse-online-film-tv-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Fe,Fi,,100%,100%,Se,,,50%,0%,,,0%,50%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/44574/jay-bauman-redlettermedia-online-film-tv-critics-mbti-personality-type,,,,,,,,,1,,,,,1,,
Ti,Ne,60%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/6186.png,https://www.personality-database.com/profile/6186/jenny-nicholson-online-film-tv-critics-mbti-personality-type,,,,9,,,,,,,,6,,,,
Ti,Ne,100%,,,Ni,,,0%,50%,100%,,0%,50%,100%,Fe,50%,https://api.personality-database.com/profile_images/24141.png,https://www.personality-database.com/profile/24141/jeremy-scott-cinemasins-online-film-tv-critics-mbti-personality-type,,,,3,,,,3,,,,,,,,
Ti,Ne,100%,,,Si,,100%,25%,75%,75%,,0%,0%,75%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/35607/joey-bizinger-the-anime-man-online-film-tv-critics-mbti-personality-type,,1,1,2,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/20466.png,https://www.personality-database.com/profile/20466/john-campea-online-film-tv-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/33716.png,https://www.personality-database.com/profile/33716/john-walsh-super-eyepatch-wolf-online-film-tv-critics-mbti-personality-type,,,,,,,,,,4,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40046/jonathan-rozanski-themysteriousmrenter-online-film-tv-critics-mbti-personality-type,,,,,,,,,,,3,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/33958.png,https://www.personality-database.com/profile/33958/josh-strider-phantomstrider-online-film-tv-critics-mbti-personality-type,,,,,,,,,,3,,,,,,
Fi,Ne,67%,67%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/20463.png,https://www.personality-database.com/profile/20463/kristian-harloff-schmoes-know-online-film-tv-critics-mbti-personality-type,,2,,,,,,,,,,,,,,1
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/40260/kyle-kallgren-brows-held-high-online-film-tv-critics-mbti-personality-type,,,,,,,1,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/37839.png,https://www.personality-database.com/profile/37839/mahmoud-mahdy-film-gamed-online-film-tv-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/33603.png,https://www.personality-database.com/profile/33603/manuel-arturo-coronado-preciado-doomentio-online-film-tv-critics-mbti-personality-type,,,,3,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/20464.png,https://www.personality-database.com/profile/20464/mark-ellis-schmoes-know-online-film-tv-critics-mbti-personality-type,,,,4,,,,,,,,,,,,
Ne,Te,,,,Fe,,,0%,50%,,,50%,0%,100%,Ne,50%,https://api.personality-database.com/profile_images/35789.png,https://www.personality-database.com/profile/35789/mauler-online-film-tv-critics-mbti-personality-type,,,,,,,1,,,,,1,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/43194/panpizza-rebeltaxi-online-film-tv-critics-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/28637.png,https://www.personality-database.com/profile/28637/patrick-h-willems-online-film-tv-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,20%,80%,100%,,0%,0%,80%,Fe,,https://api.personality-database.com/profile_images/16935.png,https://www.personality-database.com/profile/16935/ralph-sepe-ralphthemoviemaker-online-film-tv-critics-mbti-personality-type,,1,,4,,,,,,,,,,,,
Fi,Ne,75%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/9250.png,https://www.personality-database.com/profile/9250/rich-evans-online-film-tv-critics-mbti-personality-type,,3,,,,,,,,1,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/36334/rob-cinematic-venom-online-film-tv-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/34044/robyn-barrycotter-online-film-tv-critics-mbti-personality-type,1,,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/15147.png,https://www.personality-database.com/profile/15147/ryan-george-screen-rant-online-film-tv-critics-mbti-personality-type,,,,4,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/36080/saberspark-online-film-tv-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/35608.png,https://www.personality-database.com/profile/35608/sydney-poniewaz-sydsnap-online-film-tv-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/33845/tyrone-magnus-online-film-tv-critics-mbti-personality-type,3,,,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/10476.png,https://www.personality-database.com/profile/10476/adam-dahlberg-sky-does-everything-online-gamers-game-critics-mbti-personality-type,,,,,,,,,2,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/32206.png,https://www.personality-database.com/profile/32206/adam-kovic-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,,2
Fi,Ne,100%,100%,,Si,,89%,89%,0%,100%,,0%,11%,,Te,,https://api.personality-database.com/profile_images/24988.png,https://www.personality-database.com/profile/24988/alan-ferreira-alanzoka-online-gamers-game-critics-mbti-personality-type,,8,,,,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,33%,67%,67%,,0%,0%,67%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/36107/alanah-pearce-online-gamers-game-critics-mbti-personality-type,1,,,2,,,,,,,,,,,,
