Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ti,Ne,100%,,,Si,,100%,0%,100%,94%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/25516.png,https://www.personality-database.com/profile/25516/steven-bonnell-ii-destiny-online-gamers-game-critics-mbti-personality-type,,,1,17,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/41363/taylor-harris-antvenom-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,3,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/36540/the-jovenshire-smosh-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,1,
Fe,Ni,,,100%,Fe,67%,67%,0%,67%,,,33%,0%,67%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/33101/thiago-silva-zangado-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,1,1,1,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/42035.png,https://www.personality-database.com/profile/42035/thijs-molendijk-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ti,Se,75%,,,Ni,,,0%,0%,83%,100%,17%,83%,100%,Fe,,https://api.personality-database.com/profile_images/21493.png,https://www.personality-database.com/profile/21493/turner-tenney-tfue-online-gamers-game-critics-mbti-personality-type,,,,,,,,9,,,,,,,2,1
Ti,Se,95%,,,Ni,,,0%,0%,95%,100%,5%,95%,100%,Fe,,https://api.personality-database.com/profile_images/28043.png,https://www.personality-database.com/profile/28043/tyler-steinkamp-loltyler1-online-gamers-game-critics-mbti-personality-type,,,,,,,,18,,,,,,,1,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/43697.png,https://www.personality-database.com/profile/43697/wood-hawker-beatemups-online-gamers-game-critics-mbti-personality-type,,,,,,,,1,,,,,,,,
Ne,Fi,,100%,80%,Te,,80%,80%,0%,80%,,20%,0%,,Si,,https://api.personality-database.com/profile_images/18581.png,https://www.personality-database.com/profile/18581/woolie-madden-super-best-friends-play-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,3,,,1,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/31905.png,https://www.personality-database.com/profile/31905/zfg-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,1,
Te,Si,,,71%,Ne,100%,,0%,29%,,71%,71%,0%,100%,Fi,,https://api.personality-database.com/profile_images/24185.png,https://www.personality-database.com/profile/24185/adam-lindgren-armada-professional-gamers-mbti-personality-type,,,4,,,,,,,,,,,,10,
Ni,Te,75%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/28499.png,https://www.personality-database.com/profile/28499/aziz-alyami-hax-professional-gamers-mbti-personality-type,,,3,,,,,,,,1,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/43954.png,https://www.personality-database.com/profile/43954/coby-meadows-dizzy-professional-gamers-mbti-personality-type,,,,,,,,,,,,,,2,,
Se,Si,,,100%,Fe,,,0%,0%,,100%,50%,50%,100%,Fi,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/37205/daigo-umehara-the-beast-professional-gamers-mbti-personality-type,,,,,,,,,,,,,,,1,1
Fi,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,,Fe,50%,https://api.personality-database.com/profile_images/24195.png,https://www.personality-database.com/profile/24195/daniel-rodriguez-chudatz-professional-gamers-mbti-personality-type,,,,,,1,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,33%,0%,100%,67%,0%,67%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/37196/dominique-mclean-sonicfox-professional-gamers-mbti-personality-type,,1,,,,2,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/47741/drdisrespect-professional-gamers-mbti-personality-type,,,,,,,,2,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/24191.png,https://www.personality-database.com/profile/24191/edgard-l-sheleby-n0ne-professional-gamers-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/36174/eefje-depoortere-sjokz-professional-gamers-mbti-personality-type,2,,,,,,,,,,,,,,,
Fi,Ne,67%,,,Si,,100%,50%,50%,100%,,0%,0%,,Te,50%,https://api.personality-database.com/profile_images/43957.png,https://www.personality-database.com/profile/43957/felix-lengyel-xqc-professional-gamers-mbti-personality-type,,3,,1,,,,,,,,2,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/30371.png,https://www.personality-database.com/profile/30371/grant-vincent-b4nny-professional-gamers-mbti-personality-type,,,,,,,,2,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/35498.png,https://www.personality-database.com/profile/35498/griffin-miller-fatality-professional-gamers-mbti-personality-type,,,,,,,,,,,,5,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/28500.png,https://www.personality-database.com/profile/28500/jack-hoyt-crush-professional-gamers-mbti-personality-type,,,,,,,,,,,1,,,,,
Ne,Ti,,,100%,Fe,,88%,0%,88%,88%,,13%,0%,100%,Si,,https://api.personality-database.com/profile_images/24189.png,https://www.personality-database.com/profile/24189/jason-zimmerman-m2k-professional-gamers-mbti-personality-type,,,,,,,,,,,,7,,,1,
Fe,Fi,,100%,100%,Ne,,,0%,0%,,100%,50%,50%,,Ni,50%,https://api.personality-database.com/profile_images/24190.png,https://www.personality-database.com/profile/24190/jeffrey-williamson-axe-professional-gamers-mbti-personality-type,,,,,,,,,,,,,2,2,,
Ti,Ne,100%,,,Si,,67%,0%,67%,100%,,0%,33%,67%,Fe,,https://api.personality-database.com/profile_images/24182.png,https://www.personality-database.com/profile/24182/joseph-marquez-mang0-professional-gamers-mbti-personality-type,,,,6,,3,,,,,,,,,,
Si,Te,100%,,,Fi,80%,,0%,0%,,100%,80%,20%,80%,Ne,,https://api.personality-database.com/profile_images/24187.png,https://www.personality-database.com/profile/24187/juan-debiedma-hungrybox-professional-gamers-mbti-personality-type,,,,,1,,3,1,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/24186.png,https://www.personality-database.com/profile/24186/kevin-nanney-ppmd-professional-gamers-mbti-personality-type,,,,,,,,,7,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,67%,67%,0%,,,33%,0%,,Se,,https://api.personality-database.com/profile_images/24194.png,https://www.personality-database.com/profile/24194/kevin-toy-pewpewu-professional-gamers-mbti-personality-type,2,,,,1,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/47826/kyle-bugha-giersdorf-professional-gamers-mbti-personality-type,,,,,,,,,,,,,1,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/36365/lee-sanghyeok-faker-professional-gamers-mbti-personality-type,,,,,,,,,,,,5,,,,
Fi,Ne,100%,,,Fi,,,50%,0%,,,50%,0%,,Ne,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/36043/nairoby-quezada-nairo-professional-gamers-mbti-personality-type,,1,,,,,1,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/36200/robb-van-eijndhoven-siv-hd-professional-gamers-mbti-personality-type,,,,,,,,,,,,1,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/28501.png,https://www.personality-database.com/profile/28501/ryan-cokerwelch-la-luna-professional-gamers-mbti-personality-type,,,,,,,,,,,,,,1,,
Se,Ni,,,100%,Se,,,0%,50%,,,0%,50%,88%,Fi,50%,https://api.personality-database.com/profile_images/26468.png,https://www.personality-database.com/profile/26468/sebastian-fors-forsen-professional-gamers-mbti-personality-type,,,,,,,,,,,4,,,1,,3
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,59%,Fe,,https://api.personality-database.com/profile_images/14949.png,https://www.personality-database.com/profile/14949/tyler-blevins-ninja-professional-gamers-mbti-personality-type,,,,,,11,,16,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/41997.png,https://www.personality-database.com/profile/41997/tyler-latham-skadoodle-professional-gamers-mbti-personality-type,,,,,,,,,,,,,,,,3
Se,Ti,,,100%,Fe,,,33%,0%,100%,67%,0%,67%,67%,Ni,,https://api.personality-database.com/profile_images/24196.png,https://www.personality-database.com/profile/24196/weston-dennis-westballz-professional-gamers-mbti-personality-type,,,,,,,,,,1,,,,,,2
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/24183.png,https://www.personality-database.com/profile/24183/william-hjelte-leffen-professional-gamers-mbti-personality-type,,,,,,,,,,,9,,,,,
Fe,Fe,,100%,67%,Ne,100%,67%,67%,0%,,,33%,0%,,Ti,,https://api.personality-database.com/profile_images/30220.png,https://www.personality-database.com/profile/30220/aileen-xu-lavendaire-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,,,,,,,,1,,,,1,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/47236.png,https://www.personality-database.com/profile/47236/alex-pretty-pastel-please-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,1,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,60%,,20%,0%,,80%,60%,20%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/7103/alisha-marie-online-health-beauty-fashion-lifestyle-mbti-personality-type,,1,,,3,1,,,,,,,,,,
Se,Fi,,100%,75%,Te,,,25%,0%,100%,75%,0%,75%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/21630/antonio-garza-online-health-beauty-fashion-lifestyle-mbti-personality-type,,1,,,,,,,,,,,,3,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/39730.png,https://www.personality-database.com/profile/39730/ashley-bestdressed-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,4,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/19196/aspyn-ovard-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,1,,,,,,,,,,,
Fi,Ne,69%,92%,,Si,,77%,71%,6%,96%,,2%,21%,,Te,,https://api.personality-database.com/profile_images/28951.png,https://www.personality-database.com/profile/28951/belle-delphine-online-health-beauty-fashion-lifestyle-mbti-personality-type,,26,,3,,4,,,1,7,,,,6,1,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/31241.png,https://www.personality-database.com/profile/31241/bernadette-banner-online-health-beauty-fashion-lifestyle-mbti-personality-type,,1,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/29203.png,https://www.personality-database.com/profile/29203/bianca-claen-bibisbeautypalace-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,3,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/24011.png,https://www.personality-database.com/profile/24011/cartia-mallan-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/37131.png,https://www.personality-database.com/profile/37131/cherry-dollface-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/48352/cheryl-delarge-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,1,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/47470/corrina-rachel-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/9661.png,https://www.personality-database.com/profile/9661/drac-makens-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,,,3,,
Se,Fi,,100%,86%,Te,,,29%,0%,100%,71%,0%,71%,,Ni,,https://api.personality-database.com/profile_images/31442.png,https://www.personality-database.com/profile/31442/erin-timony-goodnight-moon-freshblush-online-asmr-artists-mbti-personality-type,,1,,,,,,,,1,,,,5,,
Se,Fi,,100%,100%,Te,,,19%,0%,78%,81%,22%,59%,,Ni,,https://api.personality-database.com/profile_images/27117.png,https://www.personality-database.com/profile/27117/eugenia-cooney-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,5,,,6,16,,
Fi,Ne,89%,89%,,Si,,78%,67%,11%,100%,,0%,22%,,Te,,https://api.personality-database.com/profile_images/8023.png,https://www.personality-database.com/profile/8023/freyja-nicleid-its-black-friday-online-health-beauty-fashion-lifestyle-mbti-personality-type,,6,,,,2,,,,,,1,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/17529.png,https://www.personality-database.com/profile/17529/gabbie-fadel-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,4,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/28445.png,https://www.personality-database.com/profile/28445/gabrielle-moses-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/49367/grace-neutral-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/37148.png,https://www.personality-database.com/profile/37148/haley-morales-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,80%,100%,,Si,,100%,100%,0%,60%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/29210.png,https://www.personality-database.com/profile/29210/haley-pham-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,3,,,,,,,1,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/47319/imari-avey-always-uttori-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,1,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/22426.png,https://www.personality-database.com/profile/22426/jackie-aina-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/6659.png,https://www.personality-database.com/profile/6659/jackie-wyers-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,100%,60%,,Ti,80%,100%,60%,40%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/29224.png,https://www.personality-database.com/profile/29224/jade-bowler-unjaded-jade-online-health-beauty-fashion-lifestyle-mbti-personality-type,3,,1,1,,,,,,,,,,,,
Si,Fe,93%,80%,,Ti,91%,,7%,7%,,86%,80%,7%,,Ne,,https://api.personality-database.com/profile_images/14676.png,https://www.personality-database.com/profile/14676/james-charles-online-health-beauty-fashion-lifestyle-mbti-personality-type,2,,2,1,28,2,6,,1,,,,1,1,,
Se,Fi,,70%,52%,Te,,,11%,0%,73%,89%,25%,64%,,Ni,,https://api.personality-database.com/profile_images/14677.png,https://www.personality-database.com/profile/14677/jeffree-star-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,2,,,,7,10,1,,2,,,1,18,,2
Fi,Fe,100%,100%,,Ni,,,50%,0%,,,0%,50%,,Se,50%,https://api.personality-database.com/profile_images/35164.png,https://www.personality-database.com/profile/35164/jenn-im-clothesencounters-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,,,,,1,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/30074.png,https://www.personality-database.com/profile/30074/jenny-mustard-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,,,2,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/22223.png,https://www.personality-database.com/profile/22223/jenny-welbourn-wear-i-live-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,2,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/42289.png,https://www.personality-database.com/profile/42289/jessica-nigri-online-health-beauty-fashion-lifestyle-mbti-personality-type,,3,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/49507/jillian-vessey-pixielocks-online-health-beauty-fashion-lifestyle-mbti-personality-type,,1,,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/42409.png,https://www.personality-database.com/profile/42409/john-maclean-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,1,,,,,,,
Fe,Fi,,100%,100%,Se,,75%,75%,0%,,,0%,25%,,Ti,50%,https://api.personality-database.com/profile_images/35134.png,https://www.personality-database.com/profile/35134/jonna-jinton-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,2,1,,,,1,,
Fe,Ni,,,100%,Fe,,,50%,0%,,,0%,50%,,Ni,50%,https://api.personality-database.com/profile_images/29835.png,https://www.personality-database.com/profile/29835/kalyn-nicholson-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,1,,,,,,,1
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/29214.png,https://www.personality-database.com/profile/29214/kate-elisabeth-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,1,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/48766.png,https://www.personality-database.com/profile/48766/kate-flowers-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/9660.png,https://www.personality-database.com/profile/9660/kaya-lili-toxic-tears-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,,,3,,
Fe,Fi,,67%,67%,Se,,67%,33%,33%,67%,,0%,33%,,Fe,,https://api.personality-database.com/profile_images/30078.png,https://www.personality-database.com/profile/30078/kiera-rose-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,1,,,,,1,,,,,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/30180.png,https://www.personality-database.com/profile/30180/lauren-mychal-mykie-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/32232.png,https://www.personality-database.com/profile/32232/leda-muir-leda-monster-bunny-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/32233.png,https://www.personality-database.com/profile/32233/lindy-tsang-bubzbeauty-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,2,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/29847.png,https://www.personality-database.com/profile/29847/louise-pentland-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,3,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/6871.png,https://www.personality-database.com/profile/6871/lucy-kyselica-loepsie-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,,3,,,
Fe,Se,67%,67%,,Ni,,,0%,0%,67%,100%,33%,67%,,Fe,,https://api.personality-database.com/profile_images/19195.png,https://www.personality-database.com/profile/19195/marie-lopez-enjoyphoenix-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,1,,1,,,,,1,,,
Ne,Fi,,100%,100%,Te,,80%,80%,0%,77%,,0%,20%,,Si,,https://api.personality-database.com/profile_images/6461.png,https://www.personality-database.com/profile/6461/marzia-bisognin-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,17,42,,,,15,,
Se,Fi,,73%,100%,Te,,,13%,7%,67%,80%,20%,60%,,Ni,,https://api.personality-database.com/profile_images/8734.png,https://www.personality-database.com/profile/8734/mckenna-kaelin-cozykitsune-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,1,1,1,,,9,3,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/29218.png,https://www.personality-database.com/profile/29218/mel-mercer-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Se,,,,Fe,,,0%,50%,100%,,0%,50%,,Si,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/34829/niki-demartino-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,1,,,,,,1,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/48472.png,https://www.personality-database.com/profile/48472/nikita-dragun-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,1,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,,50%,0%,,,50%,0%,,Ne,50%,https://api.personality-database.com/profile_images/22429.png,https://www.personality-database.com/profile/22429/nikkie-de-jager-nikkietutorials-online-health-beauty-fashion-lifestyle-mbti-personality-type,2,,,,2,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/29851.png,https://www.personality-database.com/profile/29851/niomi-smart-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,,,,,,,,,2,,,
Fe,Si,,100%,54%,Ne,100%,,38%,0%,,62%,62%,0%,,Ti,,https://api.personality-database.com/profile_images/29844.png,https://www.personality-database.com/profile/29844/zoe-sugg-zoella-online-health-beauty-fashion-lifestyle-mbti-personality-type,5,,,,1,,,,,,,,7,,,
Fe,Si,,100%,85%,Ne,69%,,38%,0%,,62%,54%,8%,,Ti,,https://api.personality-database.com/profile_images/18513.png,https://www.personality-database.com/profile/18513/andrew-siwicki-online-hosts-producers-editors-mbti-personality-type,,2,,,,,,,2,1,,,7,1,,
Fe,Ni,,83%,83%,Se,83%,83%,67%,17%,,,17%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/9646/ashley-crossan-online-hosts-producers-editors-mbti-personality-type,,,,1,,,,,4,,,,1,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/34045.png,https://www.personality-database.com/profile/34045/barbara-dunkelman-online-hosts-producers-editors-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/22431.png,https://www.personality-database.com/profile/22431/brennen-evangelista-online-hosts-producers-editors-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/22430.png,https://www.personality-database.com/profile/22430/jake-williams-bright-sun-films-online-hosts-producers-editors-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46834/kerry-cassidy-online-hosts-producers-editors-mbti-personality-type,,1,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/43871/kyle-hunt-online-hosts-producers-editors-mbti-personality-type,,,,1,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/50259.png,https://www.personality-database.com/profile/50259/leda-nagle-online-hosts-producers-editors-mbti-personality-type,,,,,,,,,,,,,1,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/48505/mark-passio-online-hosts-producers-editors-mbti-personality-type,,,,,,,,,,1,,,,,,
Si,Fe,,100%,53%,Ti,88%,,0%,0%,,100%,88%,12%,,Ne,,https://api.personality-database.com/profile_images/12527.png,https://www.personality-database.com/profile/12527/ryland-adams-online-hosts-producers-editors-mbti-personality-type,,,,,8,,,,,,,,7,2,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/48581/sarah-westall-online-hosts-producers-editors-mbti-personality-type,,,,,,,,,1,,,,,,,
Te,Si,,,83%,Ne,100%,,17%,0%,,83%,83%,0%,67%,Fi,,https://api.personality-database.com/profile_images/36098.png,https://www.personality-database.com/profile/36098/sean-evans-online-hosts-producers-editors-mbti-personality-type,1,,,,,,,,,,,,1,,4,
