Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Te,Si,,,98%,Ne,98%,,0%,0%,,100%,98%,2%,74%,Fi,,https://api.personality-database.com/profile_images/3202.png,https://www.personality-database.com/profile/3202/mike-pence-governmentusa-mbti-personality-type,,,,,,,,1,,,,,16,,45,
Ni,Fe,100%,87%,,Ti,81%,79%,75%,4%,,,10%,12%,,Se,,https://api.personality-database.com/profile_images/2304.png,https://www.personality-database.com/profile/2304/joe-biden-governmentusa-mbti-personality-type,36,3,1,1,2,4,3,2,,,,,,,,
Te,Ni,,,59%,Se,90%,96%,41%,55%,,,3%,1%,56%,Fi,,https://api.personality-database.com/profile_images/2191.png,https://www.personality-database.com/profile/2191/bernie-sanders-governmentusa-mbti-personality-type,52,9,28,1,4,,,,28,6,91,5,,2,3,
Ni,Te,64%,,,Fi,100%,95%,0%,95%,,,5%,0%,100%,Se,,https://api.personality-database.com/profile_images/20430.png,https://www.personality-database.com/profile/20430/al-gore-governmentusa-mbti-personality-type,,,14,,,,,,,,7,,,,1,
Si,Te,70%,,,Fi,99%,,2%,29%,,68%,68%,0%,95%,Ne,,https://api.personality-database.com/profile_images/2190.png,https://www.personality-database.com/profile/2190/hillary-clinton-governmentusa-mbti-personality-type,4,,15,1,3,,92,,,,31,1,1,,16,
Si,Te,67%,,,Fi,100%,,0%,33%,,67%,67%,0%,100%,Ne,,https://api.personality-database.com/profile_images/33688.png,https://www.personality-database.com/profile/33688/adam-schiff-governmentusa-mbti-personality-type,,,,,,,4,,,,2,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/40513/admiral-rogers-governmentusa-mbti-personality-type,,,,,,,1,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/47311/ajamu-baraka-governmentusa-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Ne,81%,,,Si,,100%,6%,94%,100%,,0%,0%,94%,Fe,,https://api.personality-database.com/profile_images/5647.png,https://www.personality-database.com/profile/5647/al-franken-governmentusa-mbti-personality-type,,,,13,,,,,,1,,2,,,,
Ni,Fe,98%,97%,,Ti,93%,64%,62%,2%,,,31%,5%,,Se,,https://api.personality-database.com/profile_images/19051.png,https://www.personality-database.com/profile/19051/alexandria-ocasiocortez-governmentusa-mbti-personality-type,64,1,1,1,33,4,,,1,,,,,,,1
Si,Te,88%,,,Fi,88%,,0%,0%,,100%,88%,13%,100%,Ne,,https://api.personality-database.com/profile_images/33465.png,https://www.personality-database.com/profile/33465/amy-klobuchar-governmentusa-mbti-personality-type,,,,,,,6,1,,,,,,,1,
Ni,Te,86%,,,Fi,100%,86%,0%,86%,,,14%,0%,100%,Se,,https://api.personality-database.com/profile_images/35045.png,https://www.personality-database.com/profile/35045/andrew-cuomo-governmentusa-mbti-personality-type,,,6,,,,,,,,,,,,1,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/50233.png,https://www.personality-database.com/profile/50233/antonin-scalia-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,2,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/43605.png,https://www.personality-database.com/profile/43605/ayanna-pressley-governmentusa-mbti-personality-type,,,,,1,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41227.png,https://www.personality-database.com/profile/41227/bob-corker-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,2,
Te,Si,,,84%,Ne,100%,,0%,3%,,97%,97%,0%,81%,Fi,,https://api.personality-database.com/profile_images/20143.png,https://www.personality-database.com/profile/20143/brett-kavanaugh-governmentusa-mbti-personality-type,,,,,,,5,,,,1,,6,,19,
Si,Te,100%,,,Fi,87%,,0%,0%,,100%,87%,13%,93%,Ne,,https://api.personality-database.com/profile_images/11585.png,https://www.personality-database.com/profile/11585/chris-christie-governmentusa-mbti-personality-type,,,,,,1,13,1,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41828.png,https://www.personality-database.com/profile/41828/chuck-grassley-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,2,
Ni,Te,87%,,,Fi,100%,93%,7%,87%,,,7%,0%,87%,Se,,https://api.personality-database.com/profile_images/24050.png,https://www.personality-database.com/profile/24050/chuck-schumer-governmentusa-mbti-personality-type,,,12,,1,,,,1,,1,,,,,
Ni,Fe,100%,75%,,Ti,100%,75%,75%,0%,,,25%,0%,,Se,,https://api.personality-database.com/profile_images/29776.png,https://www.personality-database.com/profile/29776/dan-crenshaw-governmentusa-mbti-personality-type,6,,,,,,2,,,,,,,,,
Fi,Se,67%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/40287/dan-quayle-governmentusa-mbti-personality-type,,,,,,2,,,,,,,,1,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/34249.png,https://www.personality-database.com/profile/34249/debbie-wasserman-schultz-governmentusa-mbti-personality-type,,,,,4,,,,,,,,,,,
Te,Si,,,67%,Ne,100%,,0%,33%,,67%,67%,0%,100%,Fi,,https://api.personality-database.com/profile_images/33678.png,https://www.personality-database.com/profile/33678/dianne-feinstein-governmentusa-mbti-personality-type,,,2,,,,,,,,,,,,4,
Ni,Te,92%,,,Fi,100%,96%,0%,96%,,,4%,0%,100%,Se,,https://api.personality-database.com/profile_images/15144.png,https://www.personality-database.com/profile/15144/dick-cheney-governmentusa-mbti-personality-type,,,22,,,,1,,,,2,,,,,
Si,Te,85%,,,Fi,85%,,0%,8%,,92%,77%,15%,100%,Ne,,https://api.personality-database.com/profile_images/19876.png,https://www.personality-database.com/profile/19876/donald-rumsfeld-governmentusa-mbti-personality-type,,,,,,,10,1,,,1,,,,,1
Fe,Fe,,100%,,Ne,100%,,0%,0%,,100%,100%,0%,,Ne,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/41843/doug-jones-governmentusa-mbti-personality-type,,,,,1,,,,,,,,1,,,
Se,Ti,,,88%,Fe,,,0%,21%,79%,79%,21%,58%,63%,Ni,,https://api.personality-database.com/profile_images/2518.png,https://www.personality-database.com/profile/2518/gary-johnson-governmentusa-mbti-personality-type,,,,2,,1,,,,,,3,5,3,,10
Fi,Ne,100%,,,Fi,,100%,50%,50%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/39590.png,https://www.personality-database.com/profile/39590/gavin-newsom-governmentusa-mbti-personality-type,,1,1,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/39587/greg-abbott-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Ne,79%,,,Si,,100%,0%,100%,54%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/3044.png,https://www.personality-database.com/profile/3044/henry-kissinger-governmentusa-mbti-personality-type,,,8,11,,,,,,,3,2,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/39723/huma-abedin-governmentusa-mbti-personality-type,1,,,,,,,,,,,,,,,
Si,Fe,95%,100%,,Ti,95%,,40%,0%,,60%,60%,0%,,Ne,,https://api.personality-database.com/profile_images/30212.png,https://www.personality-database.com/profile/30212/ilhan-omar-governmentusa-mbti-personality-type,7,,,,12,,,,,1,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/49410.png,https://www.personality-database.com/profile/49410/j-edgar-hoover-governmentusa-mbti-personality-type,,,,,,,,,,,,3,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/39588.png,https://www.personality-database.com/profile/39588/jb-pritzker-governmentusa-mbti-personality-type,1,,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/33503.png,https://www.personality-database.com/profile/33503/james-comey-governmentusa-mbti-personality-type,,,,,,,,,,,,,10,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/41224.png,https://www.personality-database.com/profile/41224/jay-inslee-governmentusa-mbti-personality-type,,,,,,,1,,,,,,,,,
Te,Si,,,92%,Ne,92%,,0%,8%,,92%,84%,8%,84%,Fi,,https://api.personality-database.com/profile_images/2184.png,https://www.personality-database.com/profile/2184/jeb-bush-governmentusa-mbti-personality-type,,,3,,,,,,,,,,3,3,29,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/33117.png,https://www.personality-database.com/profile/33117/jeff-flake-governmentusa-mbti-personality-type,,,,,,,,,,,,,2,,,
Te,Si,,,86%,Ne,100%,,0%,0%,,100%,100%,0%,86%,Fi,,https://api.personality-database.com/profile_images/33671.png,https://www.personality-database.com/profile/33671/jeff-sessions-governmentusa-mbti-personality-type,,,,,,,1,,,,,,1,,5,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41830.png,https://www.personality-database.com/profile/41830/jerry-nadler-governmentusa-mbti-personality-type,,,,,,,,,,,1,,,,,
Ni,Te,100%,,,Fi,92%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/28658.png,https://www.personality-database.com/profile/28658/jesse-ventura-governmentusa-mbti-personality-type,,,12,1,,,,,,,,,,,,
Fi,Ne,75%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/41226/jill-stein-governmentusa-mbti-personality-type,,3,,,,,,,,1,,,,,,
Si,Fe,80%,60%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/33677.png,https://www.personality-database.com/profile/33677/joe-manchin-governmentusa-mbti-personality-type,,,,,3,,1,,,,,,,,1,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/41010/joe-sestak-governmentusa-mbti-personality-type,,,1,,,,,,,,,,,,,
Si,Te,85%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/36090.png,https://www.personality-database.com/profile/36090/john-bolton-governmentusa-mbti-personality-type,,,,,,,11,,,,,,,,2,
Si,Te,100%,,,Fi,71%,,0%,29%,,71%,71%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/24704/john-delaney-governmentusa-mbti-personality-type,,,,2,,,5,,,,,,,,,
Ne,Fi,,100%,75%,Te,,75%,75%,0%,100%,,0%,25%,,Si,,https://api.personality-database.com/profile_images/33674.png,https://www.personality-database.com/profile/33674/john-hickenlooper-governmentusa-mbti-personality-type,,1,,,,,,,,2,,,,1,,
Si,Fe,100%,88%,,Ti,100%,,25%,13%,,63%,63%,0%,,Ne,,https://api.personality-database.com/profile_images/11668.png,https://www.personality-database.com/profile/11668/john-kasich-governmentusa-mbti-personality-type,2,,1,,5,,,,,,,,,,,
Ne,Fi,,73%,100%,Te,,80%,73%,7%,73%,,20%,0%,,Si,,https://api.personality-database.com/profile_images/12336.png,https://www.personality-database.com/profile/12336/john-kerry-governmentusa-mbti-personality-type,,,,,,,,,,11,1,,,,3,
Te,Si,,,67%,Ne,,,0%,0%,51%,100%,49%,51%,95%,Fi,,https://api.personality-database.com/profile_images/2188.png,https://www.personality-database.com/profile/2188/john-mccain-governmentusa-mbti-personality-type,,,,,,,,13,,,,,1,1,18,6
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/15096/john-podesta-governmentusa-mbti-personality-type,,,,,,,,,,1,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/36092.png,https://www.personality-database.com/profile/36092/john-roberts-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,2,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/41829.png,https://www.personality-database.com/profile/41829/joni-ernest-governmentusa-mbti-personality-type,,,,,,1,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,17%,83%,,,0%,0%,83%,Fi,,https://api.personality-database.com/profile_images/36658.png,https://www.personality-database.com/profile/36658/justin-amash-governmentusa-mbti-personality-type,,,,,,,,,1,,5,,,,,
Ni,Te,97%,,,Fi,94%,71%,19%,52%,,,26%,3%,81%,Se,,https://api.personality-database.com/profile_images/11539.png,https://www.personality-database.com/profile/11539/kamala-harris-governmentusa-mbti-personality-type,5,1,16,,,,8,,,,,,,,,1
Ni,Te,79%,,,Fi,100%,79%,0%,79%,,,21%,0%,93%,Se,,https://api.personality-database.com/profile_images/11540.png,https://www.personality-database.com/profile/11540/kirsten-gillibrand-governmentusa-mbti-personality-type,,,9,,1,,1,,,,2,,,,1,
Ne,Fi,,100%,100%,Te,,95%,95%,0%,80%,,0%,5%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/41074/marianne-williamson-governmentusa-mbti-personality-type,,,,,,,,,4,15,,,,1,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/41842/marsha-blackburn-governmentusa-mbti-personality-type,,,,,,,2,,,,,,,,,
Si,Te,100%,,,Fi,100%,,25%,13%,,63%,63%,0%,75%,Ne,,https://api.personality-database.com/profile_images/33463.png,https://www.personality-database.com/profile/33463/maxine-waters-governmentusa-mbti-personality-type,2,,1,,,,5,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/41605.png,https://www.personality-database.com/profile/41605/michael-bennet-governmentusa-mbti-personality-type,,,,,,,,,,3,,,,,,
Te,Si,,,75%,Ne,100%,,0%,25%,,75%,75%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/21751/michael-flynn-governmentusa-mbti-personality-type,,,,,,,1,,,,1,,,,2,
Si,Fe,100%,100%,,Ti,83%,,0%,0%,,100%,83%,17%,,Ne,,https://api.personality-database.com/profile_images/33413.png,https://www.personality-database.com/profile/33413/michele-bachmann-governmentusa-mbti-personality-type,,,,,5,1,,,,,,,,,,
Si,Te,54%,,,Fi,99%,,7%,41%,,51%,50%,1%,90%,Ne,,https://api.personality-database.com/profile_images/6654.png,https://www.personality-database.com/profile/6654/michelle-obama-governmentusa-mbti-personality-type,6,,3,,,,63,,4,,52,,2,1,2,1
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/36576/mike-dewine-governmentusa-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/45310/mike-gravel-governmentusa-mbti-personality-type,,1,,,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/41837/mike-pompeo-governmentusa-mbti-personality-type,,,,,,,1,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,91%,Fi,,https://api.personality-database.com/profile_images/30961.png,https://www.personality-database.com/profile/30961/mitch-mcconnell-governmentusa-mbti-personality-type,,,,,,,,,,,,,1,,10,
Ni,Te,96%,,,Fi,96%,93%,30%,63%,,,4%,4%,70%,Se,,https://api.personality-database.com/profile_images/16059.png,https://www.personality-database.com/profile/16059/nancy-pelosi-governmentusa-mbti-personality-type,8,,17,,,,1,,,,,,,,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/30612.png,https://www.personality-database.com/profile/30612/neil-gorsuch-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,5,
Ni,Te,100%,,,Fi,83%,92%,0%,92%,,,8%,0%,100%,Se,,https://api.personality-database.com/profile_images/20429.png,https://www.personality-database.com/profile/20429/newt-gingrich-governmentusa-mbti-personality-type,,,9,2,,,1,,,,,,,,,
Si,Te,100%,,,Fi,94%,,0%,0%,,100%,94%,6%,100%,Ne,,https://api.personality-database.com/profile_images/11669.png,https://www.personality-database.com/profile/11669/nikki-haley-governmentusa-mbti-personality-type,,,,,,,17,1,,,,,,,,
Ni,Te,90%,,,Fi,71%,62%,5%,57%,,,19%,19%,76%,Se,,https://api.personality-database.com/profile_images/16058.png,https://www.personality-database.com/profile/16058/paul-ryan-governmentusa-mbti-personality-type,,1,11,1,,3,3,,,,,,,1,1,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/22545/paul-wolfowitz-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,1,
Fe,Ni,,94%,74%,Se,97%,100%,94%,6%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/33029.png,https://www.personality-database.com/profile/33029/pete-buttigieg-governmentusa-mbti-personality-type,6,1,2,,,,,,25,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/24712/rahm-emanuel-governmentusa-mbti-personality-type,,,7,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/47622/ralph-nader-governmentusa-mbti-personality-type,1,,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/39589.png,https://www.personality-database.com/profile/39589/ralph-northam-governmentusa-mbti-personality-type,,,,,,,,,,,,,1,,,
Se,Ti,,,82%,Fe,,,0%,41%,91%,59%,5%,55%,91%,Ni,,https://api.personality-database.com/profile_images/2183.png,https://www.personality-database.com/profile/2183/rand-paul-governmentusa-mbti-personality-type,,,1,3,,,,,,,,5,1,1,,11
Ni,Fe,100%,100%,,Ti,86%,,43%,0%,,57%,43%,14%,,Ne,,https://api.personality-database.com/profile_images/33675.png,https://www.personality-database.com/profile/33675/rashida-tlaib-governmentusa-mbti-personality-type,3,,,,3,1,,,,,,,,,,
Te,Si,,,100%,Ne,60%,,0%,0%,,100%,60%,40%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/24706/richard-ojeda-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,3,2
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/33291.png,https://www.personality-database.com/profile/33291/rick-perry-governmentusa-mbti-personality-type,,,,,,,,4,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/49587.png,https://www.personality-database.com/profile/49587/robert-mcnamara-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,1,
Te,Si,,,83%,Ne,100%,,0%,17%,,83%,83%,0%,100%,Fi,,https://api.personality-database.com/profile_images/24697.png,https://www.personality-database.com/profile/24697/robert-mueller-governmentusa-mbti-personality-type,,,,,,,3,,,,3,,,,12,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/25298/rod-rosenstein-governmentusa-mbti-personality-type,,,,,,,,,,,,2,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/35431.png,https://www.personality-database.com/profile/35431/ron-desantis-governmentusa-mbti-personality-type,,,,,,,,1,,,,,,,,
Ne,Ti,,,97%,Fe,,74%,0%,74%,85%,,10%,15%,92%,Si,,https://api.personality-database.com/profile_images/2182.png,https://www.personality-database.com/profile/2182/ron-paul-governmentusa-mbti-personality-type,,,,1,,,,,,,2,26,3,,1,6
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,67%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/24945/rosalynn-carter-governmentusa-mbti-personality-type,,,,,,,,,,,,,1,,2,
Te,Si,,,89%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/7989.png,https://www.personality-database.com/profile/7989/ross-perot-governmentusa-mbti-personality-type,,,,,,,1,,,,,,,,8,
Te,Ni,,,,Se,88%,88%,0%,88%,,,0%,13%,100%,Fi,50%,https://api.personality-database.com/profile_images/11586.png,https://www.personality-database.com/profile/11586/rudy-giuliani-governmentusa-mbti-personality-type,,,6,,,,,2,,,8,,,,,
Te,Si,,,93%,Ne,100%,,0%,14%,,86%,86%,0%,86%,Fi,,https://api.personality-database.com/profile_images/33414.png,https://www.personality-database.com/profile/33414/ruth-bader-ginsburg-governmentusa-mbti-personality-type,,,,,,,1,,,,2,,2,,9,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/42597.png,https://www.personality-database.com/profile/42597/tom-perez-governmentusa-mbti-personality-type,1,,,,,,,,,,,,,,,
Te,Si,,,60%,Ne,97%,,3%,0%,,97%,93%,3%,93%,Fi,,https://api.personality-database.com/profile_images/24259.png,https://www.personality-database.com/profile/24259/tulsi-gabbard-governmentusa-mbti-personality-type,1,,,,,,11,,,,,,,1,17,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,67%,Fi,,https://api.personality-database.com/profile_images/33504.png,https://www.personality-database.com/profile/33504/william-bill-weld-governmentusa-mbti-personality-type,,,,,,,,,,,,,1,,2,
Te,Se,,,,Ne,,,0%,0%,,100%,50%,50%,100%,Fe,50%,https://api.personality-database.com/profile_images/32491.png,https://www.personality-database.com/profile/32491/william-barr-governmentusa-mbti-personality-type,,,,,,,,3,,,,,,,3,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/19460.png,https://www.personality-database.com/profile/19460/jacinda-ardern-governmentworld-mbti-personality-type,8,,,,,,,,,,,,,,,
Si,Te,67%,,,Fi,67%,,33%,0%,,67%,67%,0%,67%,Ne,,https://api.personality-database.com/profile_images/20563.png,https://www.personality-database.com/profile/20563/john-howard-governmentworld-mbti-personality-type,,,,,,,2,,,1,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/40249.png,https://www.personality-database.com/profile/40249/juan-sartori-governmentworld-mbti-personality-type,,,,,,1,,,,,,,,,,
Si,Fe,67%,67%,,Ti,67%,,0%,33%,,67%,67%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/20561/julia-gillard-governmentworld-mbti-personality-type,,,,,2,,,,,,,1,,,,
Fi,Se,67%,,,Ni,,,0%,33%,67%,67%,0%,67%,67%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/20562/kevin-rudd-governmentworld-mbti-personality-type,,,,,,1,,1,,,1,,,,,
Ni,Ti,,,,Fe,,,25%,25%,,,0%,50%,75%,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/20558/malcolm-turnbull-governmentworld-mbti-personality-type,1,,1,,,,,,,,,,,,,2
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/44662.png,https://www.personality-database.com/profile/44662/stephen-harper-governmentworld-mbti-personality-type,,,,,,,,,,,1,,,,,
Si,Te,75%,,,Fi,75%,,25%,0%,,75%,50%,25%,75%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/20560/tony-abbott-governmentworld-mbti-personality-type,,,,,,,2,1,1,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/50204.png,https://www.personality-database.com/profile/50204/agustn-laje-politically-controversial-mbti-personality-type,,,,,,,2,,,,,,,,,
Te,Si,,,93%,Ne,93%,,7%,0%,,93%,89%,4%,89%,Fi,,https://api.personality-database.com/profile_images/44566.png,https://www.personality-database.com/profile/44566/ajit-pai-politically-controversial-mbti-personality-type,,,,,,,2,,1,1,,,,1,23,
Fi,Ne,98%,62%,,Si,,79%,51%,28%,94%,,1%,20%,,Te,,https://api.personality-database.com/profile_images/13164.png,https://www.personality-database.com/profile/13164/alex-jones-politically-controversial-mbti-personality-type,,45,3,21,,10,1,8,,1,1,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/42367/andrew-klavan-politically-controversial-mbti-personality-type,,,,,,,,,,,,1,,,,
Te,Si,,,80%,Ne,60%,,20%,10%,,70%,60%,10%,80%,Fi,,https://api.personality-database.com/profile_images/32469.png,https://www.personality-database.com/profile/32469/angry-foreigner-politically-controversial-mbti-personality-type,,2,,,,,,,,,,1,,,6,1
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/42130/artmis-mitz-politically-controversial-mbti-personality-type,,,,,,,,,,,1,,,,,
Si,Te,95%,,,Fi,97%,,0%,44%,,56%,55%,0%,100%,Ne,,https://api.personality-database.com/profile_images/16920.png,https://www.personality-database.com/profile/16920/ben-shapiro-politically-controversial-mbti-personality-type,,,77,5,,,108,1,,1,6,,,,3,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/37070/boris-epshteyn-politically-controversial-mbti-personality-type,,,,,,,1,,,,,,,,,
Te,Ni,,,100%,Se,75%,100%,25%,75%,,,0%,0%,75%,Fi,,https://api.personality-database.com/profile_images/37289.png,https://www.personality-database.com/profile/37289/brittany-pettibone-politically-controversial-mbti-personality-type,,,,,,,,,,1,3,,,,,
Ni,Te,100%,,,Fi,100%,,0%,50%,,,50%,0%,100%,Ne,50%,https://api.personality-database.com/profile_images/13168.png,https://www.personality-database.com/profile/13168/candace-owens-politically-controversial-mbti-personality-type,,,15,,,,15,,,,,,,,,
Ne,Ti,,,64%,Fe,,69%,0%,69%,95%,,0%,31%,98%,Si,,https://api.personality-database.com/profile_images/13166.png,https://www.personality-database.com/profile/13166/carl-benjamin-sargon-of-akkad-politically-controversial-mbti-personality-type,,,,5,,,,15,,,3,30,,1,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33449.png,https://www.personality-database.com/profile/33449/cecile-richards-politically-controversial-mbti-personality-type,,1,,,,,,,,,,,,,,
