Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ne,Fi,,80%,100%,Te,,100%,80%,20%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/22792.png,https://www.personality-database.com/profile/22792/jarvis-johnson-online-vloggers-mbti-personality-type,,,,,,,,,,4,,1,,,,
Fi,Ne,92%,80%,,Si,,55%,55%,0%,100%,,0%,45%,,Te,,https://api.personality-database.com/profile_images/7104.png,https://www.personality-database.com/profile/7104/jenna-marbles-online-vloggers-mbti-personality-type,,23,,,,12,,10,,4,,,,,,
Ne,Fi,,100%,100%,Te,,64%,64%,0%,100%,,0%,36%,,Si,,https://api.personality-database.com/profile_images/6660.png,https://www.personality-database.com/profile/6660/jessie-paege-online-vloggers-mbti-personality-type,,,,,,,,,,7,,,,4,,
Fe,Fe,,100%,,Ne,100%,,50%,0%,,,50%,0%,,Se,50%,https://api.personality-database.com/profile_images/29853.png,https://www.personality-database.com/profile/29853/jim-chapman-online-health-beauty-fashion-lifestyle-mbti-personality-type,1,,,,,,,,,,,,1,,,
Ni,Fe,93%,63%,,Ti,89%,96%,63%,33%,,,4%,0%,,Se,,https://api.personality-database.com/profile_images/18777.png,https://www.personality-database.com/profile/18777/jimmy-d-donaldson-mrbeast-online-vloggers-mbti-personality-type,15,2,7,1,,,,,,,1,,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/30066.png,https://www.personality-database.com/profile/30066/jimmy-hill-jimmy0010-online-vloggers-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,86%,79%,,Si,,93%,79%,14%,93%,,0%,7%,,Te,,https://api.personality-database.com/profile_images/21100.png,https://www.personality-database.com/profile/21100/joana-ceddia-online-comedians-mbti-personality-type,,9,,2,,,,1,1,1,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/13583.png,https://www.personality-database.com/profile/13583/joe-jitsukawa-online-vloggers-mbti-personality-type,,1,,,,,,,,,,,,,,
Se,Fi,,67%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/30075.png,https://www.personality-database.com/profile/30075/joe-sugg-thatcherjoe-online-vloggers-mbti-personality-type,,,,,,,,,,,,,,2,,1
Si,Fe,100%,100%,,Ti,100%,,29%,0%,,71%,71%,0%,,Ne,,https://api.personality-database.com/profile_images/29848.png,https://www.personality-database.com/profile/29848/joey-graceffa-online-vloggers-mbti-personality-type,2,,,,5,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33008.png,https://www.personality-database.com/profile/33008/jonathan-carlin-online-vloggers-mbti-personality-type,,2,,,,,,,,,,,,,,
Se,Fi,,100%,82%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/28124.png,https://www.personality-database.com/profile/28124/julien-solomita-online-vloggers-mbti-personality-type,,,,,,2,,,,,,,,9,,
Se,Fi,,88%,63%,Te,,,13%,0%,100%,88%,0%,88%,,Ni,,https://api.personality-database.com/profile_images/33145.png,https://www.personality-database.com/profile/33145/justine-ezarik-ijustine-online-vloggers-mbti-personality-type,,,,,,2,,1,,1,,,,4,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/48779.png,https://www.personality-database.com/profile/48779/kalel-online-vloggers-mbti-personality-type,,,1,,,,,,,,,,,,,
Fi,Ne,100%,,,Si,,85%,38%,46%,62%,,0%,15%,54%,Te,,https://api.personality-database.com/profile_images/21704.png,https://www.personality-database.com/profile/21704/kalvin-garrah-online-social-cultural-political-commentators-mbti-personality-type,,5,5,1,,1,,1,,,,,,,,
Ni,Fe,63%,100%,,Ti,,100%,100%,0%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/20469.png,https://www.personality-database.com/profile/20469/kelsey-kreppel-online-vloggers-mbti-personality-type,4,1,,,,,,,,3,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/47347/kendra-farber-online-vloggers-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16699.png,https://www.personality-database.com/profile/16699/kovu-kingsrod-online-vloggers-mbti-personality-type,,1,,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/33138/lance-stewart-online-vloggers-mbti-personality-type,,,,,,,,1,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/30079.png,https://www.personality-database.com/profile/30079/lex-croucher-tyrannosauruslexxx-online-musicians-music-critics-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/47321/lisa-emerald-online-vloggers-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Ne,,,,Fe,,,50%,0%,100%,,0%,50%,,Ni,50%,https://api.personality-database.com/profile_images/49204.png,https://www.personality-database.com/profile/49204/lito-souza-avies-msicas-online-vloggers-mbti-personality-type,,1,,,,,,,,,,,,,,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/41601/livia-caramella-lilly-meraviglia-online-vloggers-mbti-personality-type,,,,,,1,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/32456/lizzie-velasquez-online-vloggers-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Se,100%,67%,,Ni,,,1%,1%,99%,98%,0%,98%,,Te,,https://api.personality-database.com/profile_images/9667.png,https://www.personality-database.com/profile/9667/logan-paul-online-vloggers-mbti-personality-type,,1,1,,,59,,29,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33923.png,https://www.personality-database.com/profile/33923/lolly-vmito-lolly-para-meninas-online-vloggers-mbti-personality-type,,2,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/29847.png,https://www.personality-database.com/profile/29847/louise-pentland-online-health-beauty-fashion-lifestyle-mbti-personality-type,,,,,3,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/14116.png,https://www.personality-database.com/profile/14116/lucas-feuerschtte-lubatv-online-vloggers-mbti-personality-type,,7,,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/30076.png,https://www.personality-database.com/profile/30076/luke-cutforth-online-vloggers-mbti-personality-type,,,,,,,,2,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46828/luke-ford-online-vloggers-mbti-personality-type,,,,,,,,1,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/30321.png,https://www.personality-database.com/profile/30321/maddie-joy-maddie-and-elijah-online-vloggers-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Ne,75%,,,Si,,75%,0%,75%,100%,,0%,25%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/38884/maicon-kster-online-vloggers-mbti-personality-type,,,,2,,,,1,,,,1,,,,
Fi,Fe,100%,100%,,Si,,100%,100%,0%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/50224.png,https://www.personality-database.com/profile/50224/marco-bezzi-gals-feios-online-vloggers-mbti-personality-type,1,1,,,,,,,,,,,,,,
Fi,Se,75%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/29850.png,https://www.personality-database.com/profile/29850/marcus-butler-online-vloggers-mbti-personality-type,,,,,,3,,,,,,,,1,,
Fi,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,,Fe,50%,https://api.personality-database.com/profile_images/21824.png,https://www.personality-database.com/profile/21824/mario-adrion-online-vloggers-mbti-personality-type,,,,,,1,,1,,,,,,,,
Fi,Ne,94%,67%,,Si,,96%,65%,31%,97%,,0%,4%,,Te,,https://api.personality-database.com/profile_images/5470.png,https://www.personality-database.com/profile/5470/mark-fischbach-markiplier-online-vloggers-mbti-personality-type,3,54,,28,,2,,2,,5,,1,,,,
Fe,Fi,,100%,100%,Ne,,,0%,0%,,100%,50%,50%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/40736/michelle-khare-online-vloggers-mbti-personality-type,,,,,,,,,,,,,1,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/43873/mike-bck-miklu-online-vloggers-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Fi,,90%,81%,Te,,62%,52%,10%,100%,,0%,38%,,Si,,https://api.personality-database.com/profile_images/12528.png,https://www.personality-database.com/profile/12528/morgan-adams-online-vloggers-mbti-personality-type,,1,,2,,1,,,,10,,,,7,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/27172.png,https://www.personality-database.com/profile/27172/morges-online-vloggers-mbti-personality-type,,,,2,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/47570/mr-hate-vicious-online-vloggers-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/47355/muca-murioca-online-vloggers-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/38552.png,https://www.personality-database.com/profile/38552/natalia-mogollon-alinity-online-vloggers-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/17670.png,https://www.personality-database.com/profile/17670/nikki-limo-online-comedians-mbti-personality-type,2,,,,,,,,,,,,,,,
Fe,Ni,,86%,57%,Se,79%,86%,86%,0%,,,0%,14%,,Ti,,https://api.personality-database.com/profile_images/16763.png,https://www.personality-database.com/profile/16763/nilce-moretto-online-vloggers-mbti-personality-type,3,1,,,,,,2,8,,,,,,,
Ti,Se,97%,,,Ni,,,3%,21%,97%,76%,0%,76%,97%,Fe,,https://api.personality-database.com/profile_images/10020.png,https://www.personality-database.com/profile/10020/olajide-olatunji-ksi-online-vloggers-mbti-personality-type,,1,1,5,,,,21,,,,,,,,1
Fi,Ne,100%,67%,,Si,,100%,67%,33%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/36164/olan-rogers-online-vloggers-mbti-personality-type,,2,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/41718/oscar-morales-okbaby-online-vloggers-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/7108.png,https://www.personality-database.com/profile/7108/paris-grant-heyparis-online-vloggers-mbti-personality-type,,,,,,,,,,,,2,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/48039.png,https://www.personality-database.com/profile/48039/pedro-henrique-tio-orochi-online-vloggers-mbti-personality-type,,,,,,,,,,,,2,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/48440.png,https://www.personality-database.com/profile/48440/peter-jordan-ei-nerd-online-vloggers-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Fi,,100%,93%,Te,,93%,93%,0%,96%,,4%,2%,,Si,,https://api.personality-database.com/profile_images/5791.png,https://www.personality-database.com/profile/5791/phil-lester-amazingphil-online-vloggers-mbti-personality-type,,2,,,1,,,,,41,,,1,1,,
Fi,Se,,,,Fe,,,0%,0%,100%,100%,0%,100%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/34719/phillip-solo-philipsolotv-online-vloggers-mbti-personality-type,,,,,,1,,,,,,,,,,1
Fe,Ni,,100%,100%,Se,57%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/22976.png,https://www.personality-database.com/profile/22976/pj-liguori-kickthepj-online-filmmakers-mbti-personality-type,,,,,,,,,4,3,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/50366.png,https://www.personality-database.com/profile/50366/ranton-online-vloggers-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,100%,,,Fi,,,0%,42%,,58%,8%,50%,,Te,50%,https://api.personality-database.com/profile_images/13567.png,https://www.personality-database.com/profile/13567/ricky-banks-faze-banks-online-vloggers-mbti-personality-type,,,5,,,6,1,,,,,,,,,
Fi,Ne,100%,60%,,Si,,80%,60%,20%,100%,,0%,20%,,Te,,https://api.personality-database.com/profile_images/12663.png,https://www.personality-database.com/profile/12663/roman-atwood-online-vloggers-mbti-personality-type,,3,,1,,,,1,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/43872/roni-back-online-vloggers-mbti-personality-type,,,1,,,,,,,,,,,,,
Ni,Fe,75%,100%,,Ti,88%,63%,63%,0%,,,38%,0%,,Se,,https://api.personality-database.com/profile_images/33146.png,https://www.personality-database.com/profile/33146/rosanna-pansino-online-foodies-mbti-personality-type,4,1,,,1,,,,,,,,2,,,
Fi,Ne,75%,75%,,Si,,75%,75%,0%,100%,,0%,25%,,Te,,https://api.personality-database.com/profile_images/36715.png,https://www.personality-database.com/profile/36715/rubn-gundersen-elrubiusomg-online-vloggers-mbti-personality-type,,2,,,,,,1,,1,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/47614/sasha-hu-hu-knows-online-vloggers-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Ne,87%,95%,,Si,,98%,93%,5%,81%,,1%,1%,,Te,,https://api.personality-database.com/profile_images/5991.png,https://www.personality-database.com/profile/5991/shane-dawson-online-vloggers-mbti-personality-type,7,65,,1,1,1,,,5,3,3,,,,,
Fi,Se,100%,87%,,Ni,,,3%,5%,97%,92%,3%,89%,,Te,,https://api.personality-database.com/profile_images/7105.png,https://www.personality-database.com/profile/7105/tana-mongeau-online-vloggers-mbti-personality-type,,1,,2,1,31,,3,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/50246.png,https://www.personality-database.com/profile/50246/tatiana-feltrin-online-vloggers-mbti-personality-type,,,,,,,,,,,,,,,,2
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/48233/the-rageaholic-online-vloggers-mbti-personality-type,,,,1,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/13581.png,https://www.personality-database.com/profile/13581/tiffany-del-real-tiff-case-online-vloggers-mbti-personality-type,,,,,,,,,,,,,2,,,
Si,Fe,90%,90%,,Ti,70%,,0%,0%,,100%,70%,30%,,Ne,,https://api.personality-database.com/profile_images/30071.png,https://www.personality-database.com/profile/30071/tyler-oakley-online-vloggers-mbti-personality-type,,,,,6,3,,,,,,,,,1,
Fe,Si,,100%,75%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/31233.png,https://www.personality-database.com/profile/31233/tyler-williams-online-vloggers-mbti-personality-type,,,,,1,,,,,,,,3,,,
Fi,Se,88%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/14118.png,https://www.personality-database.com/profile/14118/whindersson-nunes-online-vloggers-mbti-personality-type,,,,,,7,,,,,,,,1,,
Fe,Si,,100%,54%,Ne,100%,,38%,0%,,62%,62%,0%,,Ti,,https://api.personality-database.com/profile_images/29844.png,https://www.personality-database.com/profile/29844/zoe-sugg-zoella-online-health-beauty-fashion-lifestyle-mbti-personality-type,5,,,,1,,,,,,,,7,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/40430.png,https://www.personality-database.com/profile/40430/zoe-wilson-zozaleenie-online-vloggers-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/29226.png,https://www.personality-database.com/profile/29226/zuzanna-borucka-online-vloggers-mbti-personality-type,,2,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/21559.png,https://www.personality-database.com/profile/21559/adam-bianchi-buzzfeed-employees-mbti-personality-type,,,,,,,,,,2,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/39131.png,https://www.personality-database.com/profile/39131/alix-traeger-buzzfeed-employees-mbti-personality-type,,3,,,,,,,,,,,,,,
Te,Ni,,,100%,Se,71%,71%,0%,71%,,,0%,29%,100%,Fi,,https://api.personality-database.com/profile_images/21560.png,https://www.personality-database.com/profile/21560/andrew-ilnyckyj-buzzfeed-employees-mbti-personality-type,,,,,,,,,,,5,,,,,2
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/44220/ashly-perez-buzzfeed-employees-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/41559/hannah-williams-buzzfeed-employees-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,33%,0%,100%,67%,0%,67%,,Te,,https://api.personality-database.com/profile_images/32807.png,https://www.personality-database.com/profile/32807/keith-habersberger-buzzfeed-employees-mbti-personality-type,,2,,,,4,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/39132.png,https://www.personality-database.com/profile/39132/rie-mcclenny-buzzfeed-employees-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Ne,100%,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,https://api.personality-database.com/profile_images/37914.png,https://www.personality-database.com/profile/37914/ryan-bergara-buzzfeed-employees-mbti-personality-type,,3,,3,,,,,,,,,,,,
Ne,Ti,,,69%,Fe,,75%,6%,69%,100%,,0%,25%,94%,Si,,https://api.personality-database.com/profile_images/21557.png,https://www.personality-database.com/profile/21557/shane-madej-buzzfeed-employees-mbti-personality-type,,,,5,,,,,,1,,6,,,,4
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/21558.png,https://www.personality-database.com/profile/21558/steven-lim-buzzfeed-employees-mbti-personality-type,,2,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/32806.png,https://www.personality-database.com/profile/32806/zach-kornfeld-buzzfeed-employees-mbti-personality-type,,,,,,,,,,9,,,,,,
Fi,Ne,100%,67%,,Si,,67%,33%,33%,100%,,0%,33%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/6849/brandon-temasfieldt-messyourself-internet-personalities-other-mbti-personality-type,,1,,1,,1,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/48765/brandy-hume-tvpchallenge-internet-personalities-other-mbti-personality-type,1,,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/32642/brett-keane-internet-personalities-other-mbti-personality-type,,,,,,,,,,,,,,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/34146.png,https://www.personality-database.com/profile/34146/carson-king-call-me-carson-internet-personalities-other-mbti-personality-type,,,,8,,,,,,,,,,,,
Ti,Ne,86%,,,Si,,71%,0%,71%,71%,,14%,14%,100%,Fe,,https://api.personality-database.com/profile_images/28135.png,https://www.personality-database.com/profile/28135/cau-moura-internet-personalities-other-mbti-personality-type,,,1,4,,,1,,,,,,,,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20224.png,https://www.personality-database.com/profile/20224/chad-bergstrm-chadtronic-internet-personalities-other-mbti-personality-type,,11,,,,,,,,,,,,,,
Fi,Se,100%,89%,,Ni,,,0%,0%,89%,100%,11%,89%,,Te,,https://api.personality-database.com/profile_images/10292.png,https://www.personality-database.com/profile/10292/charles-green-jr-angry-grandpa-internet-personalities-other-mbti-personality-type,,,,,,8,1,,,,,,,,,
Fi,Ne,100%,100%,,Si,,75%,75%,0%,100%,,0%,25%,,Te,,https://api.personality-database.com/profile_images/29633.png,https://www.personality-database.com/profile/29633/christopher-lafon-airsoftfatty-internet-personalities-other-mbti-personality-type,,6,,,,2,,,,,,,,,,
Ne,Fi,,,67%,Ne,,,33%,0%,67%,67%,33%,33%,67%,Fe,,https://api.personality-database.com/profile_images/38958.png,https://www.personality-database.com/profile/38958/efe-uyga-internet-personalities-other-mbti-personality-type,,,,,,,,1,,1,,,,,1,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,85%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/35023.png,https://www.personality-database.com/profile/35023/emilia-fart-internet-personalities-other-mbti-personality-type,2,11,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/47630/frankgeorgetv-internet-personalities-other-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/36993/galacticriminal-internet-personalities-other-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/37932.png,https://www.personality-database.com/profile/37932/graham-heavenrich-cowbelly-internet-personalities-other-mbti-personality-type,,,,,,,,2,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/14268.png,https://www.personality-database.com/profile/14268/i-do-voices-internet-personalities-other-mbti-personality-type,,,,2,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/34046/ivan-dorin-internet-personalities-other-mbti-personality-type,,,,,,,,,,,,,,,1,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/36194/jim-mister-metokur-internet-personalities-other-mbti-personality-type,,,3,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/45284/joey-salads-internet-personalities-other-mbti-personality-type,,,,,,2,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/43497.png,https://www.personality-database.com/profile/43497/justin-y-internet-personalities-other-mbti-personality-type,,,,2,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/27642.png,https://www.personality-database.com/profile/27642/karl-charmx-internet-personalities-other-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,92%,92%,0%,100%,,0%,8%,,Te,,https://api.personality-database.com/profile_images/12825.png,https://www.personality-database.com/profile/12825/kizuna-ai-internet-personalities-other-mbti-personality-type,,12,,,,1,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/45285/lance-stewart-internet-personalities-other-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/26467.png,https://www.personality-database.com/profile/26467/lilytchh-internet-personalities-other-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/46368.png,https://www.personality-database.com/profile/46368/lucas-santos-consoli-luscas-internet-personalities-other-mbti-personality-type,,,,,,3,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/33194.png,https://www.personality-database.com/profile/33194/luna-f-darko-internet-personalities-other-mbti-personality-type,,,,,,,,,,2,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/27777.png,https://www.personality-database.com/profile/27777/matthew-santoro-internet-personalities-other-mbti-personality-type,,9,,,,,,,,,,,,,,
Te,Ni,,,67%,Se,67%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/22791.png,https://www.personality-database.com/profile/22791/oliver-colton-colossal-is-crazy-internet-personalities-other-mbti-personality-type,,,,1,,,,,,,2,,,,,
Fi,Ne,100%,100%,,Si,,60%,60%,0%,80%,,20%,20%,,Te,,https://api.personality-database.com/profile_images/29636.png,https://www.personality-database.com/profile/29636/orkun-itmak-internet-personalities-other-mbti-personality-type,,3,,,1,1,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/39165/ready-to-glare-internet-personalities-other-mbti-personality-type,,,,,,,,,,,,,,,,3
